RideID,PickupDateTime,DropoffDateTime,PickupZone,PickupLatitude,PickupLongitude,DropoffZone,DropoffLatitude,DropoffLongitude,DistanceKM,FareAmount,SurgeMultiplier,RideStatus,WaitingTimeMinutes,EstimatedTripDurationMinutes,ActualTripDurationMinutes,DriverID,CustomerID,CancellationReason,DriverRating,CustomerRating
R117,2024-04-01 21:49:28.764577,2024-04-01 21:56:28.764577,Hitec City,17.446459095553852,78.38490463275315,Banjara Hills,17.416650483165768,78.45053832864707,7.71,153.02,1.5,Completed,3,6,7,D8,C3,,4,3
R118,2024-03-21 10:39:29.063079,2024-03-21 10:54:29.063079,Hitec City,17.451353368615287,78.36732899509329,Banjara Hills,17.406922471643014,78.45493318805808,10.53,198.86,1.2,Cancelled by Customer,1,18,15,D10,C14,,4,5
R119,2024-04-25 00:47:41.077699,2024-04-25 00:57:41.077699,Hitec City,17.441975336493197,78.37220975557011,Gachibowli,17.445127068368887,78.3534933254522,2.02,89.24,1.0,Completed,10,13,10,D3,C18,,4,5
R120,2024-06-25 14:23:13.612528,2024-06-25 14:32:13.612528,Banjara Hills,17.42172643267163,78.43980111587628,Gachibowli,17.433459803102664,78.343469236204,10.3,187.1,1.2,Completed,10,7,9,D5,C9,,3,4
R121,2024-04-19 06:28:59.357975,2024-04-19 06:50:59.357975,Hitec City,17.446846940736805,78.36991405520963,Hitec City,17.455485413278165,78.37674334864067,1.2,97.4,1.0,Completed,10,24,22,D1,C10,,3,5
R122,2024-03-27 14:14:59.995895,2024-03-27 14:29:59.995895,Hitec City,17.4404039777097,78.37728244228839,Hitec City,17.445466016710306,78.38530713667744,1.02,84.74,1.5,Cancelled by Customer,7,17,15,D3,C15,,4,4
R123,2024-03-02 06:15:45.042121,2024-03-02 06:23:45.042121,Gachibowli,17.430599881782722,78.34178878388462,Banjara Hills,17.409049445291906,78.45605188113902,12.36,210.32,1.2,Completed,3,9,8,D7,C14,,5,3
R124,2024-03-30 13:42:00.311973,2024-03-30 13:56:00.311973,Banjara Hills,17.42401688839142,78.45307577677815,Hitec City,17.441119166568406,78.3813260977141,7.85,165.2,1.0,Cancelled by Customer,3,12,14,D5,C5,,4,5
R125,2024-01-16 05:49:14.965322,2024-01-16 06:15:14.965322,Banjara Hills,17.42475220640807,78.43863124065784,Gachibowli,17.442029408419067,78.35538274042122,9.04,197.48,1.5,Completed,10,31,26,D2,C18,,4,3
R126,2024-02-05 18:41:10.708034,2024-02-05 19:13:10.708034,Banjara Hills,17.426102028326216,78.44324835347932,Gachibowli,17.44292529640982,78.35508295882285,9.54,212.48,1.0,Cancelled by Customer,9,27,32,D6,C6,,4,3
R127,2024-04-19 06:51:43.659859,2024-04-19 07:29:43.659859,Gachibowli,17.4363857997452,78.34404354845117,Banjara Hills,17.40856184314244,78.45574197939254,12.25,254.0,1.0,Cancelled by Customer,9,41,38,D2,C3,,3,3
R128,2024-03-14 17:53:49.292504,2024-03-14 18:15:49.292504,Banjara Hills,17.407930319928248,78.45514995318489,Banjara Hills,17.40779107322857,78.44384841315174,1.2,97.4,1.2,Completed,10,25,22,D8,C8,,5,3
R129,2024-04-06 04:47:25.467772,2024-04-06 05:02:25.467772,Gachibowli,17.430489528016555,78.33994737955459,Banjara Hills,17.412000882175462,78.43869615236414,10.68,200.66,1.5,Completed,9,18,15,D3,C13,,5,5
R130,2024-06-08 16:27:08.334191,2024-06-08 17:02:08.334191,Gachibowli,17.44853134727513,78.34687975792416,Gachibowli,17.448406466271134,78.35222732562902,0.57,109.34,1.2,Cancelled by Customer,2,39,35,D10,C11,,5,3
R131,2024-02-08 17:14:58.187149,2024-02-08 17:30:58.187149,Gachibowli,17.449020756154642,78.35576180986152,Banjara Hills,17.407524115975317,78.43965365281758,10.03,194.36,1.2,Completed,5,15,16,D1,C3,,4,3
R132,2024-05-07 17:32:42.474609,2024-05-07 18:00:42.474609,Hitec City,17.442822576625936,78.36715868759396,Hitec City,17.438910328461343,78.38358147717669,1.8,113.6,1.5,Completed,10,27,28,D10,C19,,4,4
R133,2024-06-27 13:47:41.651008,2024-06-27 14:10:41.651008,Gachibowli,17.43979447340718,78.34590197473149,Banjara Hills,17.419909474914917,78.44273662120384,10.51,210.62,1.2,Completed,8,21,23,D5,C6,,4,4
R134,2024-06-04 10:05:55.844984,2024-06-04 10:21:55.844984,Banjara Hills,17.425187803381995,78.44018627090871,Gachibowli,17.43732346109437,78.35767618948411,8.86,180.32,1.5,Completed,6,21,16,D10,C2,,5,4
R135,2024-04-29 05:37:33.436653,2024-04-29 06:04:33.436653,Banjara Hills,17.42276383821494,78.43941326399874,Gachibowli,17.448038970338416,78.35709170691389,9.17,200.54,1.2,Cancelled by Customer,9,27,27,D7,C13,,4,3
R136,2024-02-07 16:51:59.504576,2024-02-07 17:01:59.504576,Banjara Hills,17.40642065378681,78.4419101653511,Gachibowli,17.440720807048574,78.35259023936334,10.21,187.52,1.0,Completed,6,10,10,D5,C19,,3,4
R137,2024-04-18 06:49:57.696634,2024-04-18 07:02:57.696634,Banjara Hills,17.409883156614107,78.45583727316239,Gachibowli,17.434456717820282,78.33974944069595,12.62,220.94,1.2,Cancelled by Customer,7,15,13,D10,C6,,4,5
R138,2024-05-16 07:20:50.608156,2024-05-16 07:50:50.608156,Gachibowli,17.430569927380702,78.3540187659821,Gachibowli,17.438925802180226,78.34225835261581,1.56,113.72,1.2,Cancelled by Customer,9,25,30,D1,C20,,3,4
R139,2024-04-09 03:24:21.217681,2024-04-09 03:41:21.217681,Gachibowli,17.432346509456412,78.35399250468627,Gachibowli,17.43157689308178,78.34504869759422,0.95,86.9,1.2,Cancelled by Customer,9,22,17,D3,C16,,5,3
R140,2024-03-28 18:21:12.776785,2024-03-28 18:53:12.776785,Gachibowli,17.44536961177722,78.35491419726763,Banjara Hills,17.414680400555596,78.45346981192735,11.0,230.0,1.0,Cancelled by Customer,7,36,32,D10,C10,,5,5
R141,2024-01-04 14:46:11.252514,2024-01-04 15:06:11.252514,Hitec City,17.447904986718942,78.36969057188597,Gachibowli,17.43226099476982,78.3532844719968,2.46,109.52,1.2,Cancelled by Customer,7,15,20,D6,C19,,3,5
R142,2024-04-28 19:33:48.108847,2024-04-28 19:41:48.108847,Gachibowli,17.446753798089834,78.35594585734731,Gachibowli,17.44047901688072,78.3479330560532,1.1,75.2,1.0,Cancelled by Customer,5,3,8,D6,C20,,4,4
R143,2024-04-21 17:16:06.084083,2024-04-21 17:39:06.084083,Hitec City,17.440594014649054,78.38313421413405,Banjara Hills,17.408520706829716,78.44769310840722,7.72,177.14,1.0,Completed,3,24,23,D8,C3,,5,4
R144,2024-02-25 07:53:02.321538,2024-02-25 08:25:02.321538,Gachibowli,17.430601162960144,78.34335420666056,Banjara Hills,17.414620419603096,78.44096113212292,10.51,224.12,1.5,Cancelled by Customer,7,29,32,D8,C6,,4,5
R145,2024-02-15 18:13:10.377732,2024-02-15 18:28:10.377732,Hitec City,17.43832849941024,78.37543254110874,Hitec City,17.444555965832162,78.37105775783766,0.83,82.46,1.5,Cancelled by Customer,4,20,15,D5,C6,,3,3
R146,2024-05-27 23:43:09.234688,2024-05-28 00:22:09.234688,Gachibowli,17.43672970501975,78.34929472923571,Hitec City,17.44293493413845,78.38592418294334,3.95,155.9,1.0,Completed,3,42,39,D7,C20,,3,4
R147,2024-06-17 00:12:06.297894,2024-06-17 00:50:06.297894,Hitec City,17.454883559144427,78.38014183680839,Gachibowli,17.449699441495987,78.35867901409868,2.35,135.2,1.5,Cancelled by Customer,2,34,38,D1,C3,,5,4
R148,2024-03-22 12:21:19.841013,2024-03-22 12:57:19.841013,Hitec City,17.440080642692298,78.36791329990791,Gachibowli,17.438605517018193,78.34945694006771,1.96,127.52,1.0,Completed,4,38,36,D9,C20,,4,3
R149,2024-03-08 15:12:04.219835,2024-03-08 15:41:04.219835,Hitec City,17.446064683753164,78.36850147213562,Banjara Hills,17.422904529963724,78.44773310324686,8.79,198.98,1.0,Completed,3,32,29,D4,C19,,4,5
R150,2024-03-01 21:35:24.088919,2024-03-01 21:40:24.088919,Gachibowli,17.447461739465563,78.3462718953961,Banjara Hills,17.416405126283184,78.44790815120771,11.32,193.34,1.5,Completed,3,8,5,D10,C17,,5,4
R151,2024-02-15 17:44:54.599928,2024-02-15 18:09:54.599928,Gachibowli,17.436311313047785,78.35060652615554,Banjara Hills,17.41169932493457,78.44771531786385,10.66,215.42,1.2,Cancelled by Customer,5,27,25,D5,C20,,5,5
R152,2024-03-18 16:36:25.836804,2024-03-18 16:50:25.836804,Hitec City,17.437683458827667,78.38151516380123,Hitec City,17.454256999115817,78.37959463316238,1.85,93.2,1.5,Completed,5,12,14,D6,C7,,4,5
R153,2024-03-28 18:38:16.335184,2024-03-28 19:18:16.335184,Gachibowli,17.4356761329299,78.34338270127026,Gachibowli,17.442356354109805,78.3454411352347,0.77,119.24,1.2,Completed,6,39,40,D6,C17,,4,3
R154,2024-06-17 11:12:22.865957,2024-06-17 11:44:22.865957,Gachibowli,17.43084836877101,78.34540849310041,Hitec City,17.452151661460963,78.37266068818705,3.74,142.88,1.2,Cancelled by Customer,3,28,32,D6,C16,,3,5
R155,2024-03-13 13:03:14.283263,2024-03-13 13:22:14.283263,Gachibowli,17.433535833046957,78.35390196971991,Gachibowli,17.431639992226955,78.35450596071382,0.22,81.14,1.0,Cancelled by Customer,10,22,19,D7,C4,,5,4
R156,2024-05-23 06:30:49.576933,2024-05-23 07:10:49.576933,Hitec City,17.45279341613824,78.36866221460306,Gachibowli,17.43832593898385,78.34624714792099,2.87,144.44,1.2,Cancelled by Customer,1,43,40,D9,C14,,3,5
R157,2024-02-26 16:01:46.828819,2024-02-26 16:39:46.828819,Hitec City,17.454948630068106,78.38221489617376,Gachibowli,17.448472816285232,78.34360011930427,4.16,156.92,1.2,Completed,5,37,38,D8,C20,,3,4
R158,2024-03-08 02:47:31.117150,2024-03-08 03:02:31.117150,Hitec City,17.438194589002965,78.37097821489378,Hitec City,17.450604390896174,78.37516256794677,1.45,89.9,1.0,Completed,10,14,15,D8,C5,,5,4
R159,2024-02-13 04:52:39.815430,2024-02-13 05:19:39.815430,Gachibowli,17.434957127465722,78.34042134181693,Banjara Hills,17.407072471451855,78.44232135052239,11.25,225.5,1.0,Completed,2,26,27,D10,C5,,4,5
R160,2024-05-17 05:14:07.190889,2024-05-17 05:37:07.190889,Gachibowli,17.434412389419368,78.35246095789424,Hitec City,17.451050470117718,78.38195364304553,3.63,128.06,1.0,Cancelled by Customer,10,23,23,D8,C8,,4,3
R161,2024-02-10 16:59:36.120326,2024-02-10 17:34:36.120326,Banjara Hills,17.420369023688085,78.44381896905203,Hitec City,17.440828651131852,78.37465172023991,7.68,194.66,1.5,Cancelled by Customer,1,33,35,D10,C10,,3,4
R162,2024-04-22 15:11:39.956553,2024-04-22 15:29:39.956553,Hitec City,17.443495247979328,78.38580444239928,Banjara Hills,17.413678979652243,78.44492277570767,7.09,162.08,1.5,Completed,8,16,18,D7,C2,,5,5
R163,2024-03-07 07:34:13.396975,2024-03-07 08:05:13.396975,Gachibowli,17.44194044923036,78.34424991066271,Banjara Hills,17.42437356500523,78.44755079729032,11.13,230.06,1.5,Completed,7,31,31,D1,C16,,3,4
R164,2024-06-21 15:29:07.264241,2024-06-21 15:46:07.264241,Gachibowli,17.4302307933491,78.34538839294511,Gachibowli,17.431516308730508,78.34711636550082,0.23,78.26,1.5,Cancelled by Customer,9,14,17,D3,C18,,4,4
R165,2024-05-09 14:55:30.669281,2024-05-09 15:09:30.669281,Gachibowli,17.436999707350544,78.34971196033081,Banjara Hills,17.42251212416059,78.44522842391412,10.26,194.12,1.2,Completed,3,11,14,D4,C4,,3,4
R166,2024-01-05 11:37:05.542012,2024-01-05 11:59:05.542012,Banjara Hills,17.419380352721404,78.43893840901336,Hitec City,17.437536776971378,78.36979084546905,7.61,174.32,1.5,Completed,2,23,22,D7,C2,,3,4
R167,2024-01-31 14:55:44.394969,2024-01-31 15:18:44.394969,Hitec City,17.444154651506828,78.3736236471906,Banjara Hills,17.419968316901706,78.455942890105,9.14,194.18,1.0,Completed,9,19,23,D8,C4,,5,3
R168,2024-05-17 02:48:48.062377,2024-05-17 03:21:48.062377,Hitec City,17.451350474822693,78.38650522293277,Gachibowli,17.434585329229574,78.34978109562815,4.32,151.34,1.5,Cancelled by Customer,10,35,33,D9,C2,,5,4
R169,2024-05-18 01:55:30.930622,2024-05-18 02:15:30.930622,Gachibowli,17.43664084618999,78.34506458117164,Hitec City,17.439257661561346,78.36746888635413,2.39,108.68,1.5,Completed,9,18,20,D6,C12,,3,3
R170,2024-06-22 10:57:26.985878,2024-06-22 11:18:26.985878,Banjara Hills,17.416286027332003,78.45508364604134,Banjara Hills,17.40835133949495,78.44328494616576,1.53,99.86,1.5,Completed,6,17,21,D7,C8,,5,4
R171,2024-01-24 11:14:31.443303,2024-01-24 11:39:31.443303,Hitec City,17.453262935406173,78.38100179347606,Banjara Hills,17.423707144394026,78.45780157636575,8.79,192.98,1.5,Cancelled by Customer,8,23,25,D5,C19,,4,3
R172,2024-04-15 00:06:41.286761,2024-04-15 00:25:41.286761,Hitec City,17.455885724306718,78.37690321719373,Banjara Hills,17.41091831020594,78.4426044377746,8.58,181.46,1.5,Completed,3,21,19,D5,C12,,3,3
R173,2024-06-02 16:29:50.561764,2024-06-02 16:50:50.561764,Banjara Hills,17.418997153962433,78.45686050944902,Hitec City,17.439795526790448,78.37277769481112,9.22,192.14,1.2,Completed,7,20,21,D5,C9,,3,4
R174,2024-01-26 20:34:03.286327,2024-01-26 20:44:03.286327,Banjara Hills,17.41197726415802,78.45782262245213,Gachibowli,17.43629789843281,78.35028380734028,11.73,205.76,1.2,Cancelled by Customer,1,15,10,D9,C2,,4,4
R175,2024-03-29 10:47:04.655825,2024-03-29 11:26:04.655825,Hitec City,17.438172572498775,78.3811656646351,Hitec City,17.438516086724228,78.38201121096417,0.1,109.7,1.5,Cancelled by Customer,2,43,39,D8,C10,,5,5
R176,2024-01-08 01:51:38.125880,2024-01-08 02:24:38.125880,Banjara Hills,17.41784461123521,78.43978456451535,Banjara Hills,17.420839331094218,78.44305388895307,0.48,105.26,1.5,Cancelled by Customer,4,36,33,D1,C1,,4,4
R177,2024-03-14 08:58:03.559938,2024-03-14 09:35:03.559938,Gachibowli,17.431490216778517,78.35092780329683,Gachibowli,17.43232895992394,78.3574723113465,0.7,113.9,1.2,Cancelled by Customer,5,35,37,D7,C3,,4,3
R178,2024-01-20 22:03:52.922828,2024-01-20 22:43:52.922828,Gachibowli,17.434773713060473,78.35549884338943,Gachibowli,17.44068426488023,78.3568904533707,0.67,118.04,1.2,Completed,3,35,40,D7,C6,,3,5
R179,2024-04-08 09:47:24.435537,2024-04-08 10:07:24.435537,Banjara Hills,17.421330835403374,78.45715446142246,Hitec City,17.43797470403108,78.3865251784177,7.72,172.64,1.2,Cancelled by Customer,5,18,20,D1,C4,,4,5
R180,2024-06-27 11:22:23.657375,2024-06-27 11:29:23.657375,Banjara Hills,17.406371412183915,78.45761139876407,Gachibowli,17.44705035861816,78.34857398163066,12.42,209.54,1.2,Completed,2,5,7,D6,C10,,5,3
R181,2024-02-15 06:44:09.891826,2024-02-15 07:20:09.891826,Hitec City,17.447839140419614,78.38238415931184,Gachibowli,17.442690745019807,78.35641380282853,2.81,137.72,1.2,Cancelled by Customer,9,40,36,D3,C7,,4,4
R182,2024-06-22 17:20:26.185302,2024-06-22 17:52:26.185302,Gachibowli,17.43439905765973,78.35034861089181,Gachibowli,17.444290674000225,78.35076170713613,1.1,111.2,1.0,Cancelled by Customer,6,31,32,D3,C8,,3,4
R183,2024-05-08 02:12:57.045970,2024-05-08 02:23:57.045970,Hitec City,17.451869689982335,78.37541825087777,Gachibowli,17.434416721745382,78.35752711274203,2.71,99.02,1.2,Completed,2,15,11,D1,C5,,3,5
R184,2024-03-13 07:17:46.141933,2024-03-13 07:40:46.141933,Banjara Hills,17.422196465609534,78.45457071690129,Gachibowli,17.43449983010108,78.33928641662075,12.31,232.22,1.5,Cancelled by Customer,1,27,23,D1,C3,,3,4
R185,2024-01-11 04:52:06.611289,2024-01-11 05:09:06.611289,Gachibowli,17.446900309463683,78.34351906200018,Gachibowli,17.43964196447641,78.35645801783906,1.59,94.58,1.2,Completed,3,14,17,D1,C16,,3,4
R186,2024-04-25 15:57:49.831182,2024-04-25 16:32:49.831182,Gachibowli,17.43888007724387,78.35377113283437,Banjara Hills,17.42439112771198,78.44962167239778,10.3,226.1,1.0,Completed,4,40,35,D8,C6,,3,3
R187,2024-04-29 06:24:15.965719,2024-04-29 06:44:15.965719,Gachibowli,17.430400072303108,78.34426107293714,Gachibowli,17.438188019292983,78.35345660804136,1.3,95.6,1.0,Completed,9,16,20,D3,C7,,3,5
R188,2024-02-10 17:27:21.990119,2024-02-10 18:03:21.990119,Gachibowli,17.43198309506184,78.35278635280326,Gachibowli,17.434734555131712,78.34406597457495,0.97,115.64,1.5,Completed,7,41,36,D10,C3,,4,5
R189,2024-02-17 22:56:30.404536,2024-02-17 23:32:30.404536,Gachibowli,17.442765189538072,78.34752101885326,Banjara Hills,17.42619965188627,78.43859287374299,9.84,222.08,1.2,Completed,8,40,36,D7,C9,,5,5
R190,2024-01-12 15:58:08.357843,2024-01-12 16:21:08.357843,Hitec City,17.44482964572499,78.36908377647234,Gachibowli,17.430448860001594,78.34303777566721,3.19,122.78,1.5,Cancelled by Customer,10,26,23,D5,C2,,4,5
R191,2024-04-03 16:21:48.726304,2024-04-03 16:35:48.726304,Banjara Hills,17.42076323859724,78.4509509316916,Hitec City,17.445384553795382,78.37717055076588,8.29,170.48,1.2,Completed,10,14,14,D1,C4,,5,5
R192,2024-01-20 02:53:39.375196,2024-01-20 03:24:39.375196,Banjara Hills,17.40994549295324,78.45782537619388,Gachibowli,17.45017533375853,78.35859753115543,11.44,233.78,1.5,Completed,10,30,31,D10,C8,,4,3
R193,2024-06-16 11:50:56.909868,2024-06-16 12:18:56.909868,Banjara Hills,17.41983122548795,78.44222316797975,Gachibowli,17.434658357820407,78.34619540589013,10.32,215.84,1.0,Completed,4,24,28,D9,C19,,3,4
R194,2024-04-27 17:39:31.006197,2024-04-27 18:12:31.006197,Banjara Hills,17.423279945247636,78.44480277224419,Gachibowli,17.434577681743615,78.3447217601987,10.69,227.78,1.2,Completed,1,38,33,D3,C13,,4,3
R195,2024-05-10 10:55:27.273085,2024-05-10 11:03:27.273085,Hitec City,17.45257885200644,78.37194415259438,Hitec City,17.443485817587828,78.37690700983805,1.14,75.68,1.5,Completed,7,4,8,D4,C7,,3,3
R196,2024-06-29 21:30:54.475874,2024-06-29 22:04:54.475874,Hitec City,17.451268566212327,78.37147927144471,Gachibowli,17.4392232129417,78.3584615989909,1.92,124.04,1.2,Completed,7,37,34,D5,C10,,3,4
R197,2024-01-05 00:34:15.205414,2024-01-05 01:10:15.205414,Banjara Hills,17.408457158152956,78.45452697028604,Banjara Hills,17.418283389753075,78.44572278823146,1.44,121.28,1.2,Completed,2,32,36,D1,C18,,3,3
R198,2024-01-10 02:24:29.538012,2024-01-10 02:58:29.538012,Hitec City,17.442786230262943,78.37465069912251,Gachibowli,17.44331006294564,78.35884187863043,1.68,121.16,1.0,Completed,1,38,34,D5,C18,,4,4
R199,2024-03-01 21:58:59.303843,2024-03-01 22:05:59.303843,Gachibowli,17.43594159609561,78.34630049030963,Hitec City,17.447614781620246,78.36849066221119,2.69,92.78,1.2,Completed,6,8,7,D2,C14,,5,4
R200,2024-03-15 17:42:53.965560,2024-03-15 17:50:53.965560,Hitec City,17.455635119703054,78.36959514039886,Hitec City,17.449012872281482,78.36738047002179,0.77,71.24,1.5,Completed,9,9,8,D5,C8,,5,5
R201,2024-05-27 07:50:04.348862,2024-05-27 08:17:04.348862,Gachibowli,17.440040676752673,78.34670469037427,Banjara Hills,17.42256997671002,78.45305033542053,11.45,227.9,1.5,Cancelled by Customer,2,31,27,D4,C9,,3,3
R202,2024-05-05 12:50:24.022721,2024-05-05 12:55:24.022721,Hitec City,17.448054215902623,78.38472885676727,Banjara Hills,17.409380507938984,78.43951141529688,7.23,144.26,1.0,Completed,1,7,5,D2,C14,,4,4
R203,2024-06-21 15:52:52.463388,2024-06-21 16:17:52.463388,Gachibowli,17.447250861181885,78.3477161983878,Gachibowli,17.436271610398116,78.35389356712778,1.39,104.18,1.5,Completed,9,20,25,D9,C17,,5,4
R204,2024-06-28 08:20:16.372049,2024-06-28 08:40:16.372049,Gachibowli,17.43647571545501,78.35245392705129,Gachibowli,17.440388521350087,78.34801109643084,0.64,87.68,1.0,Completed,4,25,20,D3,C1,,4,4
R205,2024-05-18 20:09:07.996555,2024-05-18 20:27:07.996555,Gachibowli,17.43275352771321,78.34487597028358,Banjara Hills,17.419906049399053,78.44111610822755,10.31,200.72,1.5,Cancelled by Customer,2,19,18,D6,C7,,5,5
R206,2024-04-29 00:03:34.813144,2024-04-29 00:26:34.813144,Banjara Hills,17.41065025726285,78.44529659109172,Hitec City,17.45100546406484,78.37566397949712,8.64,188.18,1.2,Cancelled by Customer,7,23,23,D1,C3,,3,3
R207,2024-05-06 02:33:48.384055,2024-05-06 02:46:48.384055,Banjara Hills,17.420625062231476,78.44629829365249,Gachibowli,17.449628815572034,78.34681262411642,11.04,201.98,1.0,Completed,8,18,13,D8,C7,,5,3
R208,2024-01-09 10:34:11.444353,2024-01-09 11:05:11.444353,Hitec City,17.443005679625852,78.36726940701054,Gachibowli,17.436801146588284,78.35328587957275,1.64,116.18,1.0,Completed,2,27,31,D8,C20,,3,3
R209,2024-05-19 09:59:39.585576,2024-05-19 10:29:39.585576,Banjara Hills,17.419639671728696,78.45542902858638,Hitec City,17.45586768447377,78.36834102448952,10.08,215.96,1.2,Completed,9,31,30,D6,C20,,5,4
R210,2024-02-08 08:45:58.326814,2024-02-08 09:18:58.326814,Banjara Hills,17.40779469675028,78.44547599998266,Hitec City,17.45625596064886,78.37852617666577,8.92,206.54,1.2,Completed,1,31,33,D6,C1,,5,4
R211,2024-02-01 09:00:27.709838,2024-02-01 09:35:27.709838,Banjara Hills,17.407154401668837,78.45576595189475,Gachibowli,17.442074195863686,78.35169630344505,11.7,242.9,1.5,Cancelled by Customer,8,36,35,D6,C18,,4,4
R212,2024-05-08 23:33:23.102473,2024-05-08 23:51:23.102473,Hitec City,17.445872886494357,78.37083168885722,Hitec City,17.44129860723981,78.38412817786534,1.5,95.0,1.0,Cancelled by Customer,4,23,18,D2,C20,,3,5
R213,2024-02-25 11:55:33.536367,2024-02-25 12:25:33.536367,Banjara Hills,17.411287256575346,78.45811830653444,Banjara Hills,17.409884547580152,78.44795392682147,1.09,108.08,1.2,Cancelled by Customer,5,25,30,D8,C5,,4,4
R214,2024-01-04 12:32:42.043153,2024-01-04 13:05:42.043153,Gachibowli,17.44388875487535,78.3550249927409,Gachibowli,17.448455836833137,78.35046252445309,0.7,107.9,1.2,Completed,6,31,33,D5,C5,,3,3
R215,2024-04-20 18:46:41.954956,2024-04-20 19:24:41.954956,Banjara Hills,17.410638845836147,78.44799746026895,Banjara Hills,17.42598952166719,78.44454161453899,1.75,128.0,1.5,Completed,10,43,38,D6,C11,,4,4
R216,2024-04-07 22:58:10.792103,2024-04-07 23:24:10.792103,Banjara Hills,17.422623906980352,78.44306577155564,Hitec City,17.441005123750763,78.38475012901789,6.52,167.24,1.2,Cancelled by Customer,1,31,26,D7,C15,,3,5
R217,2024-06-26 00:55:25.702596,2024-06-26 01:24:25.702596,Banjara Hills,17.41809398982259,78.4499552584461,Banjara Hills,17.41976972414275,78.44618129711652,0.44,98.78,1.2,Cancelled by Customer,2,28,29,D4,C8,,3,3
